edge_id,weekday_traffic,hourly_weekday_traffic,weekend_traffic,hourly_weekend_traffic,geometry
140060153503715513,157,6,102,4,"LINESTRING (71.4670149253 51.1557425405, 71.4669807893 51.1553836352)"
140060153506547313,1717,71,4254,177,"MULTILINESTRING ((71.467825026 51.1392867655, 71.4678738644192 51.1392438657932), (71.4678738644192 51.1392438657932, 71.4678744334 51.139243366, 71.4678735351 51.1392443242, 71.4678738644192 51.1392438657932), (71.4678738644192 51.1392438657932, 71.4680091807 51.1390555078, 71.46824446376415 51.13872751435581), (71.46824446376415 51.13872751435581, 71.4682481325 51.1387224, 71.4682527139 51.13872984, 71.46824446376415 51.13872751435581), (71.46824446376415 51.13872751435581, 71.4681287464 51.1386948946))"
140060153520632301,22,0,51,2,"LINESTRING (71.5234726036 51.1468667883, 71.5235408756 51.1469372304)"
140060153520638005,600,25,1420,59,"LINESTRING (71.5226985253 51.1472559652, 71.5235285686 51.1469353143)"
140060153553559535,14,0,2,0,"LINESTRING (71.4670176202 51.1462643636, 71.4669807893 51.1460090774)"
140060153553559884,3693,153,10310,429,"LINESTRING (71.466988964 51.1460029911, 71.4670536427 51.1459996098, 71.4670532834 51.1459996098, 71.4670829278 51.1459973556)"
140060153554443732,85,3,259,10,"LINESTRING (71.4682653802 51.1468532634, 71.4681827352 51.1469727331)"
140060153554447628,1436,59,3564,148,"LINESTRING (71.4681782436 51.1469654072, 71.4685187051 51.1470617716)"
140060153554451036,223,9,581,24,"LINESTRING (71.468329969 51.1468656613, 71.4686039552 51.1469428657)"
140060153556224858,10,0,15,0,"LINESTRING (71.5256034075 51.1416813953, 71.5258279863 51.1419152887)"
140060153556224859,4,0,15,0,"LINESTRING (71.5258127149 51.1419210374, 71.5255881361 51.141687144)"
140060153560177530,980,40,2272,94,"MULTILINESTRING ((71.4669744113 51.153094013, 71.46708846299478 51.15312609987345), (71.46708846299478 51.15312609987345, 71.4670965822 51.1531283841, 71.4670848142 51.1531312577, 71.46708846299478 51.15312609987345), (71.46708846299478 51.15312609987345, 71.4673327493 51.1527807841))"
140060153560178648,315,13,952,39,"LINESTRING (71.4669619247 51.1530991405, 71.4669547382 51.1523502952)"
140060153560179808,4257,177,8576,357,"LINESTRING (71.4674878883 51.1525739358, 71.4673980568 51.1525463259)"
140060153560909138,1,0,1,0,"LINESTRING (71.4582747667 51.1309208468, 71.4581597824 51.1309405774, 71.4581587942 51.1309406902, 71.4581138785 51.1309452)"
140060153560997814,1,0,1,0,"LINESTRING (71.4535056109 51.1306038595, 71.4535801711 51.1307667788)"
140060153560997908,1,0,1,0,"LINESTRING (71.4536208648 51.1308768194, 71.4532723184 51.1309433397)"
140060153560998132,1,0,1,0,"LINESTRING (71.4536268835 51.1308699418, 71.453782292 51.1312115622)"
140060153560998133,1,0,1,0,"LINESTRING (71.4537650444 51.1312146063, 71.4536096358 51.130872986)"
140060153560998170,1,0,1,0,"LINESTRING (71.4532772592 51.1309349965, 71.4536267038 51.131279435)"
140060153560998171,1,0,1,0,"LINESTRING (71.4536116121 51.1312854105, 71.4532621675 51.130940972)"
140060153560998311,1,0,1,0,"MULTILINESTRING ((71.454481361 51.1309670164, 71.45437804943 51.130986577909404), (71.45437804943 51.130986577909404, 71.4543771564 51.130986747, 71.4543785937 51.1309864087, 71.45437804943 51.130986577909404), (71.45437804943 51.130986577909404, 71.45418290441462 51.13104724701348), (71.45418290441462 51.13104724701348, 71.454182761 51.1310472916, 71.4541833898 51.1310470661, 71.45418290441462 51.13104724701348), (71.45418290441462 51.13104724701348, 71.4540351678 51.1311023116, 71.4540357966 51.1311020861, 71.4537788784 51.1312176505))"
140060153560998842,1,0,1,0,"LINESTRING (71.4522283862 51.1308705619, 71.4524134392 51.1310915444)"
140060153560998843,1,0,1,0,"LINESTRING (71.4523976288 51.1310967307, 71.4522125759 51.1308757483)"
140060153560998871,1,0,1,0,"LINESTRING (71.4524542227 51.130793387, 71.4523230687 51.1308441229, 71.452322889 51.1308441793, 71.4522501255 51.1308712384, 71.4522491373 51.1308715203, 71.4522239845 51.1308782851)"
140060153560999002,1,0,1,0,"LINESTRING (71.4532721388 51.1309433961, 71.4524079595 51.1310995493)"
140060153560999003,1,0,1,0,"LINESTRING (71.4524031086 51.1310887257, 71.4532672879 51.1309325724)"
140060153560999054,1,0,1,0,"LINESTRING (71.4524080493 51.131099493, 71.4511890354 51.1313283665)"
140060153560999252,1,0,1,0,"LINESTRING (71.4511884965 51.1313284792, 71.4504051655 51.131444043)"
140060153560999253,1,0,1,0,"LINESTRING (71.4504012129 51.1314331067, 71.4511845439 51.1313175429)"
140060153560999282,1,0,1,0,"LINESTRING (71.4503942959 51.1314392513, 71.4503673465 51.1313090307)"
140060153560999283,1,0,1,0,"LINESTRING (71.4503851331 51.1313076777, 71.4504120826 51.1314378984)"
140060153560999338,1,0,1,0,"LINESTRING (71.4504114537 51.1314363763, 71.4505812353 51.1316872334)"
140060153560999339,1,0,1,0,"LINESTRING (71.4505647063 51.1316916304, 71.4503949247 51.1314407734)"
140060153560999428,1,0,1,0,"LINESTRING (71.4511954135 51.131322842, 71.4512097865 51.1316001946)"
140060153560999484,1,0,1,0,"MULTILINESTRING ((71.4505911168 51.1317180126, 71.4490074465771 51.131942237664134), (71.4490074465771 51.131942237664134, 71.4490064886 51.1319423733, 71.4490084649 51.1319419223, 71.4490074465771 51.131942237664134), (71.4490074465771 51.131942237664134, 71.44894028972993 51.13196303544945), (71.44894028972993 51.13196303544945, 71.4489392947 51.1319633436, 71.4489411811 51.1319625544, 71.44894028972993 51.13196303544945), (71.44894028972993 51.13196303544945, 71.4488976239067 51.13198606109496), (71.4488976239067 51.13198606109496, 71.4488962653 51.1319867943, 71.4488984213 51.1319850468, 71.4488976239067 51.13198606109496), (71.4488976239067 51.13198606109496, 71.4488651836 51.1320273256))"
140060153560999485,1,0,1,0,"LINESTRING (71.4488491936 51.1320223649, 71.4488824313 51.1319800861, 71.4488845872 51.1319783385, 71.448929503 51.1319540986, 71.4489313895 51.1319533094, 71.4490005598 51.1319318881, 71.449002536 51.1319314371, 71.4505871642 51.1317070764)"
140060153562067844,1,0,1,0,"LINESTRING (71.4544923204 51.1336893053, 71.4541545539 51.1337338374, 71.4541535657 51.1337339502, 71.4538687998 51.1337508611, 71.4538652963 51.1337506356, 71.4536550906 51.1337083583)"
140060153562067845,1,0,1,0,"MULTILINESTRING ((71.4536604805 51.133697648, 71.45386902233643 51.13373959065798), (71.45386902233643 51.13373959065798, 71.4538706862 51.1337399253, 71.4538671828 51.1337396999, 71.45386902233643 51.13373959065798), (71.45386902233643 51.13373959065798, 71.45415170753802 51.13372280322156), (71.45415170753802 51.13372280322156, 71.4541519487 51.1337227889, 71.4541509606 51.1337229017, 71.45415170753802 51.13372280322156), (71.45415170753802 51.13372280322156, 71.4544887271 51.1336783696))"
140060153562067856,1,0,1,0,"LINESTRING (71.4544993273 51.1336827664, 71.4546286847 51.1340976461)"
140060153562067857,1,0,1,0,"LINESTRING (71.4546110777 51.1340997881, 71.4544817203 51.1336849085)"
140060153562067864,1,0,1,0,"LINESTRING (71.4536666788 51.1337031723, 71.4536460176 51.1341067779, 71.4536460176 51.134106947, 71.4536307462 51.1342591438)"
140060153562067865,1,0,1,0,"LINESTRING (71.4536129596 51.1342584673, 71.4536282309 51.1341062706, 71.4536282309 51.1341064397, 71.4536488922 51.1337028341)"
140060153562067891,1,0,1,0,"LINESTRING (71.4524597922 51.1334349079, 71.4529062549 51.1335053704, 71.4529056261 51.1335052577, 71.4531769173 51.1335351338, 71.4531788038 51.133535472, 71.4533521787 51.1335811316, 71.4533531668 51.1335814135, 71.4534915074 51.1336304552, 71.4534918667 51.1336306244, 71.4536625466 51.1336982681)"
140060153562067893,1,0,1,0,"LINESTRING (71.4523707692 51.1334152911, 71.4524606007 51.1334350206)"
140060153562067896,1,0,1,0,"LINESTRING (71.4523661878 51.1334261141, 71.452073337 51.1333917284, 71.4520723489 51.1333915593, 71.4519870089 51.1333752119)"
140060153562067897,1,0,1,0,"MULTILINESTRING ((71.4519922191 51.1333645016, 71.45207684329395 51.13338071178381), (71.45207684329395 51.13338071178381, 71.4520775591 51.1333808489, 71.4520765709 51.1333806798, 71.45207684329395 51.13338071178381), (71.45207684329395 51.13338071178381, 71.4523694217 51.1334150656))"
140060153562067900,1,0,1,0,"MULTILINESTRING ((71.4519811699 51.1333679965, 71.45198733002103 51.13335695213047), (71.45198733002103 51.13335695213047, 71.4519874581 51.1333567225, 71.4519871886 51.1333573426, 71.45198733002103 51.13335695213047), (71.45198733002103 51.13335695213047, 71.45199150660639 51.133345420399394), (71.45199150660639 51.133345420399394, 71.4519916802 51.1333449411, 71.4519915005 51.1333454485, 71.45199150660639 51.133345420399394), (71.45199150660639 51.133345420399394, 71.4519941954 51.133333047, 71.4519941954 51.1333335544, 71.45199507746413 51.1333213784), (71.45199507746413 51.1333213784, 71.4519950938 51.1333211529, 71.4519950938 51.1333216039, 71.45199507746413 51.1333213784), (71.45199507746413 51.1333213784, 71.4519941954 51.1333092024, 71.4519941954 51.1333097098, 71.45199154632016 51.13329751915706), (71.45199154632016 51.13329751915706, 71.4519915005 51.1332973083, 71.4519916802 51.133297872, 71.45199154632016 51.13329751915706), (71.45199154632016 51.13329751915706, 71.4519871886 51.1332860343, 71.4519874581 51.1332864852, 71.45198130448786 51.133274900865146), (71.45198130448786 51.133274900865146, 71.4519811699 51.1332746475, 71.4519814394 51.1332750984, 71.45198130448786 51.133274900865146), (71.45198130448786 51.133274900865146, 71.4519733545 51.1332632607, 71.4519734444 51.1332634298, 71.4519312235 51.1332070595, 71.4518117476 51.1330469674))"
140060153562067901,1,0,1,0,"LINESTRING (71.4518279173 51.1330422323, 71.4519473932 51.1332023244, 71.451989614 51.1332586947, 71.4519897039 51.1332588638, 71.4519977887 51.1332707016, 71.4519980582 51.1332711525, 71.4520043464 51.1332829903, 71.4520046159 51.1332834412, 71.4520091075 51.133295279, 71.4520092871 51.1332958427, 71.4520119821 51.1333082441, 71.4520119821 51.1333087515, 71.4520128804 51.1333211529, 71.4520128804 51.1333216039, 71.4520119821 51.1333340053, 71.4520119821 51.1333345127, 71.4520092871 51.1333469141, 71.4520091075 51.1333474214, 71.4520046159 51.1333598229, 71.4520043464 51.1333604429, 71.4519980582 51.133371717)"
140060153565826275,45,1,88,3,"LINESTRING (71.5035479706 51.1545529025, 71.5032829676 51.1542773781)"
140060153565842517,664,27,1489,62,"LINESTRING (71.5014354924 51.1529151702, 71.5015971891 51.1528537527)"
140060153565846626,1,0,1,0,"LINESTRING (71.5064081166 51.1534270734, 71.5061853344 51.1531909845, 71.506184526 51.1531865332, 71.5062051872 51.1531442737)"
140060153565861280,1,0,1,0,"LINESTRING (71.5072544195 51.1516060019, 71.5070540952 51.1513986412)"
140060153565861342,1050,43,2593,108,"LINESTRING (71.5062596251 51.1505649066, 71.5061967431 51.1505885732)"
140060153565861469,434,18,1073,44,"LINESTRING (71.5073906939 51.1515594022, 71.5072667264 51.1516078614)"
140060153565997850,465,19,1348,56,"LINESTRING (71.476602824 51.1570904106, 71.4767663174 51.1570188572)"
140060153565997931,545,22,1896,79,"LINESTRING (71.4769596348 51.1570743533, 71.4767682937 51.1570287169)"
140060153565997996,225,9,289,12,"LINESTRING (71.4766110885 51.1570897908, 71.4769632281 51.1571737391)"
140060153568316187,1,0,1,0,"MULTILINESTRING ((71.540625395 51.1700780442, 71.54064144125381 51.17015741597593), (71.54064144125381 51.17015741597593, 71.5406415646 51.1701580261, 71.5406410257 51.1701567306, 71.54064144125381 51.17015741597593), (71.54064144125381 51.17015741597593, 71.54068188814085 51.17022412532111), (71.54068188814085 51.17022412532111, 71.5406823482 51.1702248841, 71.5406810007 51.1702234196, 71.54068188814085 51.17022412532111), (71.54068188814085 51.17022412532111, 71.54071682553423 51.17025190864458), (71.54071682553423 51.17025190864458, 71.5407178316 51.1702527087, 71.5407157655 51.1702514695, 71.54071682553423 51.17025190864458), (71.54071682553423 51.17025190864458, 71.54076506671429 51.170271893709156), (71.54076506671429 51.170271893709156, 71.5407660711 51.1702723098, 71.5407637355 51.1702716339, 71.54076506671429 51.170271893709156), (71.54076506671429 51.170271893709156, 71.5414015394 51.1703961122))"
140060153568317409,164,6,17,0,"LINESTRING (71.5413670441 51.1704465793, 71.5413904003 51.1703998297)"
140060153569242860,1,0,1,0,"LINESTRING (71.5495006601 51.1662937278, 71.5494566427 51.1664829961)"
140060153570289405,651,27,1635,68,"LINESTRING (71.4718108509 51.138208981, 71.4716994598 51.1381768533)"
140060153570289763,340,14,841,35,"LINESTRING (71.4715576159 51.1382389104, 71.4714767675 51.1383488204)"
140060153570289774,1,0,1,0,"LINESTRING (71.4715414462 51.1382342885, 71.4716070232 51.1381441057)"
140060153570290087,1402,58,3281,136,"LINESTRING (71.4697646684 51.1377169185, 71.4714552978 51.1382039082, 71.4714552978 51.1382038518, 71.4715532141 51.1382314703)"
140060153570539476,1143,47,2713,113,"LINESTRING (71.4714649996 51.1383515823, 71.4709322986 51.1381971445)"
140060153572536840,1,0,1,0,"LINESTRING (71.4680892206 51.1381588731, 71.4679643547 51.1383307839)"
140060153573458154,49,2,103,4,"LINESTRING (71.4860266903 51.141127993, 71.4855910074 51.1410034358)"
140060153573458405,58,2,465,19,"LINESTRING (71.4858481052 51.141376543, 71.4861418543 51.1414610835)"
140060153573458489,959,39,1948,81,"LINESTRING (71.4858102862 51.1418983808, 71.4861300864 51.1414638451)"
140060153573458507,32,1,47,1,"LINESTRING (71.4857850435 51.1414520658, 71.4858362475 51.141379361)"
140060153573458564,1,0,1,0,"LINESTRING (71.4855865158 51.1409961088, 71.4856673642 51.1408816962, 71.4856791321 51.1408788218, 71.4861184083 51.1410016886, 71.4861228999 51.1410091282, 71.4860384582 51.1411252314)"
140060153573458567,174,7,477,19,"LINESTRING (71.4859224857 51.1412586933, 71.4860221987 51.1411206098)"
140060153573469839,269,11,701,29,"LINESTRING (71.4859342537 51.1412558752, 71.4862324943 51.1413387251)"
140060153573470467,97,4,227,9,"LINESTRING (71.485891943 51.1413009636, 71.4859224857 51.1412586933)"
140060153573630596,1,0,1,0,"LINESTRING (71.4855663936 51.159654596, 71.4853391198 51.1594145953)"
140060153573630615,91,3,422,17,"LINESTRING (71.486371823 51.1593601724, 71.4855786106 51.1596565115)"
140060153573630643,553,23,1799,74,"LINESTRING (71.4856415826 51.1592388756, 71.4856559556 51.1592602842, 71.4856565844 51.1592622561, 71.4856574827 51.1592791576, 71.4856570336 51.1592811295, 71.4856453555 51.1593025381, 71.4856415826 51.1593055241, 71.4853514267 51.1594165108)"
140060153573631393,922,38,3901,162,"LINESTRING (71.4883248503 51.1604435475, 71.4877220807 51.1606773459)"
140060153573631800,639,26,1923,80,"MULTILINESTRING ((71.4760688654 51.154192861, 71.47607667673739 51.15424675553721), (71.47607667673739 51.15424675553721, 71.4760769502 51.1542486423, 71.4760745248 51.154245318, 71.47607667673739 51.15424675553721), (71.47607667673739 51.15424675553721, 71.4761850176 51.1543191294))"
140060153573631835,1,0,1,0,"MULTILINESTRING ((71.4755974295 51.1537273949, 71.47540781596041 51.15399734172151), (71.47540781596041 51.15399734172151, 71.4754042917 51.1540023591, 71.47539989 51.1539950343, 71.47540781596041 51.15399734172151), (71.47540781596041 51.15399734172151, 71.476063745 51.1541882971))"
140060153573673604,446,18,1146,47,"MULTILINESTRING ((71.4780255757 51.1547985066, 71.47797550068661 51.154868485795305), (71.47797550068661 51.154868485795305, 71.4779743718 51.1548700634, 71.4779750006 51.1548667955, 71.47797550068661 51.154868485795305), (71.47797550068661 51.154868485795305, 71.4780073399 51.1549761025, 71.4780067111 51.1549793704, 71.4778845402 51.1551506552))"
140060153573673692,391,16,1051,43,"LINESTRING (71.4776287899 51.1554093278, 71.4778686401 51.1551456406)"
140060153573673749,1759,73,4332,180,"LINESTRING (71.4776033676 51.154672803, 71.4780210842 51.1547911255)"
140060153573677198,603,25,897,37,"LINESTRING (71.4782384765 51.1548594144, 71.4779303543 51.1552893165, 71.4779273 51.1552915702, 71.4776416358 51.1554166524)"
140060153573721877,525,21,1239,51,"LINESTRING (71.5062765134 51.156233284, 71.5067723835 51.1560467908)"
140060153573721930,1,0,1,0,"LINESTRING (71.5062734592 51.1562409466, 71.5059859983 51.1559383878, 71.5059890526 51.1559307252, 71.5064849226 51.1557447942)"
140060153573721964,380,15,857,35,"LINESTRING (71.5067846006 51.1560487065, 71.5071035025 51.1563833795)"
140060153573733220,36,1,310,12,"LINESTRING (71.5048489108 51.1553515759, 71.5049441322 51.1553138259, 71.5049564391 51.1553156288, 71.5051792213 51.1555393114)"
140060153574076611,1283,53,2246,93,"LINESTRING (71.4626258467 51.1440852561, 71.4626905254 51.1438710987)"
140060153574077532,2321,96,5952,248,"MULTILINESTRING ((71.4626383332 51.144081142, 71.4627894296406 51.14412407746901), (71.4627894296406 51.14412407746901, 71.4627910468 51.144124537, 71.4627873637 51.1441240861, 71.4627894296406 51.14412407746901), (71.4627894296406 51.14412407746901, 71.4635967458 51.1441207047))"
140060153574077588,1891,78,3246,135,"LINESTRING (71.4626993288 51.1438776925, 71.4625933276 51.1438782561)"
140060153574196932,1896,79,4018,167,"LINESTRING (71.4639604737 51.1312046284, 71.4640422204 51.1310885002)"
140060153574249457,1,0,1,0,"LINESTRING (71.4769325057 51.145202127, 71.4770367103 51.1452336862)"
140060153574249459,1,0,1,0,"LINESTRING (71.4766549263 51.1451176498, 71.4769325057 51.1452021834)"
140060153574638025,22,0,3,0,"LINESTRING (71.5260229207 51.1492330186, 71.5260974809 51.1493102191)"
140060153574642051,706,29,1310,54,"LINESTRING (71.5265354994 51.1491510844, 71.5260944266 51.1493178828)"
140060153574644297,471,19,539,22,"LINESTRING (71.5229354111 51.1530889419, 71.5229704454 51.1531255668)"
140060153574644298,471,19,539,22,"LINESTRING (71.5229201397 51.1530946892, 71.5228132402 51.1529836873)"
140060153574644538,0,0,0,0,"LINESTRING (71.5285184406 51.15019903, 71.5283360826 51.1500125124)"
140060153574644582,66,2,58,2,"LINESTRING (71.5285179016 51.1501939022, 71.5287568534 51.1498450968)"
140060153574644602,0,0,0,0,"LINESTRING (71.528339047 51.1500047925, 71.5287603569 51.1498425047)"
140060153574648299,1979,82,5475,228,"LINESTRING (71.4974406843 51.1291188441, 71.4972349701 51.1290607775)"
140060153574788968,1,0,1,0,"LINESTRING (71.4702450874 51.1585500751, 71.4697573022 51.1587252903, 71.4697450851 51.1587232058, 71.4694935568 51.1584443259)"
140060153574789009,607,25,1396,58,"LINESTRING (71.4703596226 51.1587170085, 71.4702572147 51.1586048933, 71.4702563163 51.1586035412, 71.4702320618 51.1585466384)"
140060153574792660,268,11,477,19,"LINESTRING (71.4685091829 51.1558389993, 71.4691469868 51.1556868737)"
140060153574792717,234,9,202,8,"LINESTRING (71.4687026801 51.1555653419, 71.4689003094 51.1552892601)"
140060153574792719,502,20,679,28,"LINESTRING (71.4684215074 51.1559574879, 71.4685041524 51.1558419855)"
140060153574792899,1,0,1,0,"LINESTRING (71.4687145378 51.1555624684, 71.469153814 51.1556869864)"
140060153574792975,234,9,202,8,"LINESTRING (71.4685041524 51.1558419292, 71.4687026801 51.1555652856)"
140060153574793116,35,1,62,2,"LINESTRING (71.4691417766 51.1556940856, 71.4689001298 51.1552934859)"
140060153574803602,1,0,1,0,"LINESTRING (71.5278689586 51.1569067379, 71.5283558455 51.1574042299, 71.528352881 51.1574119486, 71.5276503985 51.1576835105)"
140060153574803690,155,6,16,0,"LINESTRING (71.5278659043 51.1569144567, 71.5258851191 51.1576575939)"
140060153574814606,1,0,1,0,"LINESTRING (71.5405327787 51.1661318916, 71.5421335765 51.1662208931, 71.5421417512 51.1662257375, 71.5422118198 51.1665445644)"
140060153574814753,162,6,17,0,"LINESTRING (71.5403764718 51.1663567047, 71.5405237955 51.1661353277)"
140060153575899148,1,0,1,0,"LINESTRING (71.4971785559 51.1291407177, 71.4973833718 51.1291987843)"
140060153575899149,1,0,1,0,"LINESTRING (71.4973760056 51.1292090446, 71.4971711897 51.129150978)"
140060153575901678,1,0,1,0,"LINESTRING (71.49724521329672 51.12906018573166, 71.4971830475 51.1291481029)"
140060153580586594,1,0,1,0,"LINESTRING (71.4972431448 51.1290604956, 71.4970769565 51.1291219448)"
140060153581300322,1,0,1,0,"MULTILINESTRING ((71.4677361826 51.1500688059, 71.46786302097159 51.150069332812556), (71.46786302097159 51.150069332812556, 71.4678718283 51.1500693694, 71.4678629349 51.150074948, 71.46786302097159 51.150069332812556), (71.46786302097159 51.150069332812556, 71.4678638332 51.1500163442, 71.4678727266 51.1500107656, 71.4681179666 51.1500113291))"
140060153581300336,21,0,62,2,"LINESTRING (71.4681090733 51.1500169077, 71.4681099716 51.1498974459)"
140060153581300389,461,19,1232,51,"LINESTRING (71.4677254927 51.1503352831, 71.4677272893 51.1500743845)"
140060153581300471,209,8,371,15,"LINESTRING (71.4693282668 51.1496093276, 71.4692581982 51.1495287465, 71.4692572999 51.1495272814, 71.4692240622 51.1494320491, 71.4692238826 51.1494308657, 71.4692247809 51.14935761)"
140060153581301715,66,2,133,5,"LINESTRING (71.5042061662 51.1512022112, 71.5040588425 51.1512585595)"
140060153581301779,561,23,1076,44,"LINESTRING (71.5042507227 51.1508233231, 71.5042875536 51.1508227596, 71.504291057 51.150823154, 71.5044662285 51.1508682331, 71.5044691929 51.1508694728, 71.504583279 51.1509410357, 71.5045845366 51.1509419936, 71.5046644867 51.1510214452)"
140060153581301947,66,2,133,5,"LINESTRING (71.5042842298 51.15117291, 71.5042060764 51.1512022112)"
140060153581301948,66,2,133,5,"LINESTRING (71.504275067 51.1511633308, 71.5044583233 51.1510934587)"
140060153581933997,3343,139,8236,343,"LINESTRING (71.4757023528 51.1409126947, 71.4760886283 51.1403710628)"
140060153581934005,124,5,224,9,"LINESTRING (71.4757723315 51.1413895059, 71.4754408532 51.1412931295)"
140060153585727401,1,0,1,0,"LINESTRING (71.4694510665 51.1538109549, 71.4693333872 51.1539659039)"
140060153585727476,218,9,624,26,"LINESTRING (71.4694468444 51.153803461, 71.4699031886 51.1539409431)"
140060153585727590,171,7,370,15,"LINESTRING (71.4687835284 51.1533724181, 71.4692416692 51.1532405689)"
140060153585727619,98,4,273,11,"LINESTRING (71.4685680226 51.1536517231, 71.4687791267 51.1533750664)"
140060153586807920,1,0,1,0,"LINESTRING (71.469558505 51.1542905064, 71.4695333522 51.1543045925, 71.4695314657 51.1543053813, 71.4694964314 51.1543166502, 71.4694937365 51.1543172137, 71.4694533123 51.1543211578, 71.4694510665 51.1543212142, 71.4694079474 51.1543183969)"
140060153586808709,871,36,2198,91,"LINESTRING (71.4696028818 51.1543216649, 71.4696352212 51.1542794065)"
140060153586813277,43,1,91,3,"LINESTRING (71.4732814829 51.1540858059, 71.4727200358 51.1539291669)"
140060153586813328,411,17,684,28,"LINESTRING (71.4732932508 51.1540829323, 71.4731603002 51.1542694335)"
140060153586813415,208,8,561,23,"LINESTRING (71.4728333134 51.1537831767, 71.4727318038 51.1539262933)"
140060153586816316,146,6,279,11,"MULTILINESTRING ((71.4687910743 51.1533724181, 71.46971683010102 51.153651498511216), (71.46971683010102 51.153651498511216, 71.4697181357 51.1536518921, 71.4697151712 51.153651385, 71.46971683010102 51.153651498511216), (71.46971683010102 51.153651498511216, 71.4699128006 51.1536649079))"
140060153586816570,640,26,1555,64,"LINESTRING (71.4699198973 51.1536680069, 71.4699441518 51.1536984334, 71.4699446908 51.1536992786, 71.46998242 51.153777035, 71.4699827793 51.1537782183, 71.4699908642 51.153840198, 71.4699899659 51.153843128, 71.4699073209 51.1539484933)"
140060153587787951,568,23,1151,47,"LINESTRING (71.4989172451 51.142315441, 71.498908262 51.142312623, 71.4989086213 51.1423127358, 71.4988664005 51.1423009003)"
140060153587787956,815,33,1442,60,"LINESTRING (71.498840529 51.1423449169, 71.4989303605 51.142404094)"
140060153587787964,1,0,1,0,"MULTILINESTRING ((71.4989251503 51.1423054091, 71.49906569865442 51.142348655805385), (71.49906569865442 51.142348655805385, 71.4990661858 51.1423488057, 71.4990653773 51.1423485802, 71.49906569865442 51.142348655805385), (71.49906569865442 51.142348655805385, 71.4990996346226 51.14235663995575), (71.4990996346226 51.14235663995575, 71.4991013099 51.1423570341, 71.4990978065 51.1423566959, 71.4990996346226 51.14235663995575), (71.4990996346226 51.14235663995575, 71.49913287951601 51.142355622594806), (71.49913287951601 51.142355622594806, 71.4991346374 51.1423555688, 71.4991313137 51.142356076, 71.49913287951601 51.142355622594806), (71.49913287951601 51.142355622594806, 71.499166348 51.1423459313, 71.4991660785 51.1423459877, 71.49944318045466 51.14225878115646), (71.49944318045466 51.14225878115646, 71.4994436579 51.1422586309, 71.4994428494 51.1422589127, 71.49944318045466 51.14225878115646), (71.49944318045466 51.14225878115646, 71.49946862273146 51.142248671746906), (71.49946862273146 51.142248671746906, 71.4994697989 51.1422482044, 71.4994677328 51.1422493316, 71.49946862273146 51.142248671746906), (71.49946862273146 51.142248671746906, 71.49948671554958 51.14223525655428), (71.49948671554958 51.14223525655428, 71.4994874957 51.1422346781, 71.4994861482 51.1422360871, 71.49948671554958 51.14223525655428), (71.49948671554958 51.14223525655428, 71.49949663936584 51.14222072903289), (71.49949663936584 51.14222072903289, 71.499496928 51.1422203065, 71.4994965687 51.1422208701, 71.49949663936584 51.14222072903289), (71.49949663936584 51.14222072903289, 71.4995064501 51.1422011443, 71.499507079 51.1422002426, 71.4995205537 51.1421838984))"
140060153587788202,2622,109,5049,210,"LINESTRING (71.5013186216 51.1529611488, 71.5013725205 51.1529639661)"
140060153587788208,226,9,411,17,"LINESTRING (71.5015994349 51.1528639514, 71.5015895535 51.152862261, 71.5015875772 51.1528617539, 71.5015516445 51.1528493577, 71.5015501174 51.1528486816, 71.5015159814 51.1528300872, 71.5015151729 51.1528295801, 71.5014864269 51.1528092954, 71.5014850794 51.1528079995, 71.5014653164 51.1527826436, 71.5014651368 51.1527824745, 71.5013393726 51.1526032924)"
140060153587788962,1,0,1,0,"LINESTRING (71.4547179772 51.1502822583, 71.4546524002 51.1503791793)"
140060153587788999,815,33,1442,60,"LINESTRING (71.4994032337 51.1429122251, 71.4992828595 51.142951676)"
140060153587789501,1,0,1,0,"LINESTRING (71.453136044 51.1495045159, 71.4528063623 51.1500094132)"
140060153587790050,81,3,164,6,"LINESTRING (71.4985134524 51.141854702, 71.4986014873 51.1418231405)"
140060153587821370,260,10,669,27,"LINESTRING (71.4889980478 51.1571594285, 71.4880368504 51.1562033099)"
140060153587889884,1,0,1,0,"LINESTRING (71.4505709945 51.1316839638, 71.4511989169 51.1315948956)"
140060153587889885,1,0,1,0,"LINESTRING (71.4512028695 51.1316058318, 71.4505749471 51.1316949)"
140060153587889886,1,0,1,0,"LINESTRING (71.4511989169 51.1315948956, 71.4535578929 51.1312600428)"
140060153587889887,1,0,1,0,"LINESTRING (71.4535618454 51.1312709791, 71.4512028695 51.1316058318)"
140060153587993423,1,0,1,0,"LINESTRING (71.4511937965 51.131625393, 71.4511919999 51.1316005892)"
140060153587993701,1,0,1,0,"LINESTRING (71.4505809658 51.1317147994, 71.4505647962 51.1316916868)"
140060153588870123,95,3,168,7,"LINESTRING (71.4719727274 51.1545396616, 71.4721577803 51.1543086493)"
140060153598197264,142,5,269,11,"LINESTRING (71.4909899721 51.152009451, 71.4911642453 51.1519260568)"
140060153598199149,1,0,1,0,"MULTILINESTRING ((71.4928493051 51.1512951859, 71.49346068532921 51.15105935927189), (71.49346068532921 51.15105935927189, 71.4934628544 51.1510585226, 71.4934595306 51.1510608329, 71.49346068532921 51.15105935927189), (71.49346068532921 51.15105935927189, 71.4934855818 51.1510275872))"
