edge_id,weekday_traffic,hourly_weekday_traffic,weekend_traffic,hourly_weekend_traffic,geometry
19141732935484719,145,6,12,0,"LINESTRING (71.4871125738 51.1459491723, 71.4874665101 51.1453405365)"
19141732935484727,1,0,1,0,"LINESTRING (71.4868188247 51.1458424362, 71.4871251502 51.1459461291)"
19141732935484728,145,6,12,0,"LINESTRING (71.4871292825 51.1459530044, 71.4868822458 51.1463779176)"
19141732935484733,31,1,68,2,"MULTILINESTRING ((71.4868707474 51.1463812425, 71.48630434446756 51.14624722180787), (71.48630434446756 51.14624722180787, 71.4863039104 51.1462471191, 71.4863052579 51.1462473446, 71.48630434446756 51.14624722180787), (71.48630434446756 51.14624722180787, 71.48624334636825 51.146239021872866), (71.48624334636825 51.146239021872866, 71.4862423758 51.1462388914, 71.4862443521 51.1462390041, 71.48624334636825 51.146239021872866), (71.48624334636825 51.146239021872866, 71.48618144437694 51.146240115778426), (71.48618144437694 51.146240115778426, 71.4861805717 51.1462401312, 71.4861821887 51.1462400185, 71.48618144437694 51.146240115778426), (71.48618144437694 51.146240115778426, 71.4861390696 51.1462456539))"
19141732935484743,88,3,450,18,"LINESTRING (71.4868428996 51.1464171965, 71.4880017263 51.1460475113)"
19141732935484755,232,9,462,19,"LINESTRING (71.4868822458 51.1463779176, 71.4868552963 51.1464241281)"
19141732935484763,88,3,421,17,"LINESTRING (71.4888173966 51.1458000009, 71.4880098111 51.1460575424)"
19141732935484777,0,0,202,8,"MULTILINESTRING ((71.4887396923 51.1455898527, 71.4887396923 51.14561059122104), (71.4887396923 51.14561059122104, 71.4887396923 51.1456107041, 71.4887396025 51.1456100842, 71.4887396923 51.14561059122104), (71.4887396923 51.14561059122104, 71.48874672239266 51.145650283927374), (71.48874672239266 51.145650283927374, 71.488746789 51.14565066, 71.4887466992 51.1456502091, 71.48874672239266 51.145650283927374), (71.48874672239266 51.145650283927374, 71.4887592756 51.1456907848, 71.4887590061 51.1456902776, 71.4887778707 51.1457297262, 71.488777691 51.1457293317, 71.48880075084405 51.14576716685759), (71.48880075084405 51.14576716685759, 71.4888010472 51.1457676531, 71.4888006879 51.1457670896, 71.48880075084405 51.14576716685759), (71.48880075084405 51.14576716685759, 71.4888213492 51.1457924493))"
19141732935484833,0,0,202,8,"MULTILINESTRING ((71.488789459 51.145413066, 71.4887687977 51.145449697, 71.4887689774 51.1454491898, 71.48875294907975 51.14548885225248), (71.48875294907975 51.14548885225248, 71.4887528077 51.1454892021, 71.4887529874 51.1454886949, 71.48875294907975 51.14548885225248), (71.48875294907975 51.14548885225248, 71.48874316829932 51.14552901457283), (71.48874316829932 51.14552901457283, 71.4887431059 51.1455292708, 71.4887431957 51.1455287636, 71.48874316829932 51.14552901457283), (71.48874316829932 51.14552901457283, 71.48873871840105 51.14556977282739), (71.48873871840105 51.14556977282739, 71.4887387042 51.1455699029, 71.4887387042 51.1455694521, 71.48873871840105 51.14556977282739), (71.48873871840105 51.14556977282739, 71.4887396025 51.14558974))"
19141732935484842,0,0,202,8,"LINESTRING (71.4887728401 51.145408952, 71.4888006879 51.1453695032, 71.4888010472 51.1453691087, 71.4888324883 51.1453330412, 71.4888330273 51.1453324776, 71.4888707565 51.1452986643, 71.4888711158 51.1452983825, 71.4889124383 51.1452662598, 71.4889129773 51.145265809, 71.4889587914 51.145236504, 71.4889594202 51.1452361659, 71.4889881663 51.1452209499)"
19141732935484844,0,0,202,8,"LINESTRING (71.4889859205 51.1452277689, 71.4883912358 51.1444900672)"
19141732935484847,34,1,17,0,"LINESTRING (71.4892688898 51.1451347819, 71.4886724085 51.1443948245)"
19141732935484853,0,0,0,0,"LINESTRING (71.4889880765 51.1452210062, 71.4890087377 51.1452097351, 71.4890094564 51.1452093969, 71.4890633553 51.1451857275, 71.4890639841 51.1451854458, 71.489120578 51.1451645941, 71.4891212068 51.1451643687, 71.4891795973 51.1451468984, 71.4891804058 51.145146673, 71.4892423895 51.1451325841, 71.4892430184 51.1451324713, 71.4892744594 51.1451268358)"
19141732935484854,32,1,13,0,"LINESTRING (71.4892747289 51.1451268358, 71.4893061699 51.1451217637, 71.4893067987 51.145121651, 71.4893714774 51.1451143248, 71.4893722859 51.1451142684, 71.4894369646 51.1451108871, 71.4894376833 51.1451108307, 71.4895032603 51.1451108307, 71.4895040688 51.1451108871, 71.4895696458 51.145114832, 71.4895704543 51.1451148883, 71.4896342347 51.1451222146, 71.489634594 51.1451222709, 71.4896462721 51.1451239616)"
19141732935484857,66,2,26,1,"MULTILINESTRING ((71.4898215334 51.1451788521, 71.4898116519 51.1451754708, 71.4898120113 51.1451756399, 71.4897536208 51.1451581696, 71.4897543394 51.1451583386, 71.48969306149858 51.145143852945694), (71.48969306149858 51.145143852945694, 71.4896923557 51.1451436861, 71.4896930743 51.1451438552, 71.48969306149858 51.145143852945694), (71.48969306149858 51.145143852945694, 71.4896418703 51.1451348383))"
19141732935484866,103,4,40,1,"LINESTRING (71.4898303369 51.1451691589, 71.4898770493 51.1451866292, 71.4898776781 51.145186911, 71.4899306787 51.145211144, 71.4899312177 51.1452113694, 71.489980625 51.1452378566, 71.4899813437 51.145238251, 71.4900271578 51.1452681195, 71.4900276968 51.145268514, 71.4900492563 51.1452854207)"
19141732935484870,34,1,13,0,"LINESTRING (71.4896529196 51.1451308934, 71.489568478 51.1453247569)"
19141732935484882,63,2,96,4,"MULTILINESTRING ((71.4895576982 51.1453287582, 71.48952938423177 51.14532431747497), (71.48952938423177 51.14532431747497, 71.4895289521 51.1453242497, 71.4895306589 51.1453243624, 71.48952938423177 51.14532431747497), (71.48952938423177 51.14532431747497, 71.48945159279057 51.145321575755794), (71.48945159279057 51.145321575755794, 71.4894507088 51.1453215446, 71.4894520563 51.1453215446, 71.48945159279057 51.145321575755794), (71.48945159279057 51.145321575755794, 71.4894269035 51.1453232353))"
19141732935484887,3,0,4,0,"LINESTRING (71.4892848798 51.1451297099, 71.4894340002 51.1453151201)"
19141732935484893,63,2,96,4,"LINESTRING (71.489136029 51.145407205, 71.4891548936 51.145391989, 71.4891561513 51.1453911437, 71.489218135 51.1453584575, 71.4892194825 51.1453578376, 71.4892895511 51.1453330412, 71.4892912579 51.1453325903, 71.489368513 51.1453168108, 71.4893700401 51.1453165854, 71.4894248374 51.1453120769)"
19141732935484901,1,0,1,0,"LINESTRING (71.4890019105 51.1452226969, 71.4891510309 51.1454081067)"
19141732935484905,29,1,83,3,"LINESTRING (71.4897435596 51.1453780129, 71.490038207 51.1452838991)"
19141732935484906,29,1,83,3,"MULTILINESTRING ((71.4897423918 51.145387537, 71.48967767393371 51.145358059811514), (71.48967767393371 51.145358059811514, 71.4896768148 51.1453576685, 71.4896782521 51.1453582321, 71.48967767393371 51.145358059811514), (71.48967767393371 51.145358059811514, 71.4896423195 51.1453475245))"
19141732935484915,63,2,96,4,"LINESTRING (71.4890687452 51.1454728027, 71.4891037795 51.1454322268, 71.4891046778 51.1454313251, 71.4891361188 51.1454070923)"
19141732935484918,1,0,1,0,"LINESTRING (71.4890736859 51.1454807488, 71.4887781402 51.1454165037)"
19141732935484928,63,2,96,4,"MULTILINESTRING ((71.4890849149 51.1454774239, 71.48908228438259 51.145481824428636), (71.48908228438259 51.145481824428636, 71.4890822199 51.1454819323, 71.4890823996 51.1454815942, 71.48908228438259 51.145481824428636), (71.48908228438259 51.145481824428636, 71.48905842171304 51.145529507068886), (71.48905842171304 51.145529507068886, 71.4890581451 51.1455300598, 71.4890585044 51.1455290454, 71.48905842171304 51.145529507068886), (71.48905842171304 51.145529507068886, 71.48904964346471 51.14557851895541), (71.48904964346471 51.14557851895541, 71.4890495212 51.1455792016, 71.4890495212 51.1455779054, 71.48904964346471 51.14557851895541), (71.48904964346471 51.14557851895541, 71.4890504196 51.1455824138))"
19141732935484932,1,0,1,0,"LINESTRING (71.4890417957 51.1455886692, 71.4887309786 51.1455954319)"
19141732935484935,63,2,96,4,"LINESTRING (71.4890838369 51.1457089875, 71.489061379 51.14568081, 71.4890607502 51.1456797956, 71.4890391906 51.1456307666, 71.4890389211 51.1456297522, 71.4890326329 51.1455835409)"
19141732935484938,86,3,172,7,"LINESTRING (71.4888093117 51.1457899697, 71.4890877895 51.1457014923)"
19141732935484945,23,0,77,3,"LINESTRING (71.4891829211 51.1457878846, 71.4891478868 51.1457681603, 71.4891466291 51.1457673714, 71.4890981201 51.1457267957, 71.4890973116 51.145725894, 71.4890838369 51.1457089875)"
19141732935484949,1,0,1,0,"LINESTRING (71.4890036173 51.1459428605, 71.4891814838 51.1457805584)"
19141732935484955,2,0,48,2,"MULTILINESTRING ((71.4888213492 51.1457925057, 71.48883023536276 51.14580365507388), (71.48883023536276 51.14580365507388, 71.4888303323 51.1458037767, 71.488829973 51.1458033822, 71.48883023536276 51.14580365507388), (71.48883023536276 51.14580365507388, 71.48886374436738 51.145838506558995), (71.48886374436738 51.145838506558995, 71.488864109 51.1458388858, 71.4888636598 51.145838435, 71.48886374436738 51.145838506558995), (71.48886374436738 51.145838506558995, 71.48890218207006 51.1458710316722), (71.48890218207006 51.1458710316722, 71.4889022874 51.1458711208, 71.4889017484 51.1458707263, 71.48890218207006 51.1458710316722), (71.48890218207006 51.1458710316722, 71.48894559572696 51.145901601741734), (71.48894559572696 51.145901601741734, 71.4889457658 51.1459017215, 71.4889452268 51.1459013834, 71.48894559572696 51.145901601741734), (71.48894559572696 51.145901601741734, 71.4889928375 51.1459295608, 71.4889923884 51.145929279, 71.4890166429 51.1459416771))"
19141732935484961,2,0,48,2,"LINESTRING (71.4892374488 51.1460280126, 71.4892078044 51.1460223771, 71.4892069061 51.1460221517, 71.489146719 51.1460058088, 71.4891460901 51.1460056398, 71.489088598 51.1459864791, 71.4890878793 51.1459861974, 71.4890330821 51.1459636555, 71.4890325431 51.14596343, 71.4890055936 51.1459504684)"
19141732935484970,1,0,1,0,"LINESTRING (71.4892315199 51.1460209682, 71.489328538 51.1458338702)"
19141732935484975,23,0,77,3,"MULTILINESTRING ((71.4891947788 51.145779544, 71.48921931184626 51.14579328560364), (71.48921931184626 51.14579328560364, 71.4892199317 51.1457936328, 71.4892185842 51.1457930129, 71.48921931184626 51.14579328560364), (71.48921931184626 51.14579328560364, 71.4892867741433 51.14581856878681), (71.4892867741433 51.14581856878681, 71.4892877545 51.1458189362, 71.4892861375 51.145818429, 71.4892867741433 51.14581856878681), (71.4892867741433 51.14581856878681, 71.4893400364 51.1458302635))"
19141732935484993,2,0,48,2,"LINESTRING (71.4896462721 51.1460377056, 71.4895986614 51.1460444681, 71.4895978529 51.1460445809, 71.4895331742 51.1460502163, 71.4895323657 51.1460502163, 71.4894667887 51.146051907, 71.4894659802 51.146051907, 71.4894013015 51.1460496528, 71.4894005829 51.1460496528, 71.4893350058 51.1460440173, 71.4893342872 51.1460439046, 71.4892705068 51.1460348879, 71.4892696085 51.1460347188, 71.4892372691 51.1460279562)"
19141732935485001,0,0,0,0,"LINESTRING (71.4895031705 51.1458448594, 71.4896522908 51.1460297032)"
19141732935485002,23,0,77,3,"LINESTRING (71.489495445 51.1458529745, 71.4894388511 51.1458541016, 71.4894372341 51.1458540453, 71.4893581824 51.1458461556, 71.4893565654 51.1458459302, 71.4893341075 51.1458408582)"
19141732935485005,23,0,77,3,"LINESTRING (71.4896389059 51.1458305453, 71.489602075 51.1458406892, 71.489600458 51.1458410273, 71.4895214063 51.1458522983, 71.4895196995 51.145852411, 71.489495445 51.1458529745)"
19141732935485006,23,0,77,3,"MULTILINESTRING ((71.4897756295 51.1457542406, 71.48978850880894 51.14574669951309), (71.48978850880894 51.14574669951309, 71.4897891042 51.1457463509, 71.4897877567 51.1457474217, 71.48978850880894 51.14574669951309), (71.48978850880894 51.14574669951309, 71.48983120317834 51.14570570370403), (71.48983120317834 51.14570570370403, 71.4898317742 51.1457051554, 71.4898309657 51.145706057, 71.48983120317834 51.14570570370403), (71.48983120317834 51.14570570370403, 71.4898616881 51.14566035135948), (71.4898616881 51.14566035135948, 71.4898624067 51.1456592823, 71.4898616881 51.1456614238, 71.4898616881 51.14566035135948), (71.4898616881 51.14566035135948, 71.4898616881 51.1456591696))"
19141732935485011,23,0,77,3,"LINESTRING (71.4898956444 51.1455568285, 71.4898965427 51.1455602098, 71.4898966326 51.1455611679, 71.4898957342 51.145611324, 71.4898955546 51.1456123948, 71.4898793849 51.1456602967)"
19141732935485018,1,0,1,0,"MULTILINESTRING ((71.4898780374 51.1455586882, 71.4898647132407 51.14551243587389), (71.4898647132407 51.14551243587389, 71.4898645627 51.1455119133, 71.4898650119 51.1455129277, 71.4898647132407 51.14551243587389), (71.4898647132407 51.14551243587389, 71.4898366204644 51.14546617325422), (71.4898366204644 51.14546617325422, 71.4898362658 51.1454655892, 71.4898369844 51.1454665473, 71.4898366204644 51.14546617325422), (71.4898366204644 51.14546617325422, 71.48979508905812 51.14542348809939), (71.48979508905812 51.14542348809939, 71.4897947636 51.1454231536, 71.4897958416 51.1454239989, 71.48979508905812 51.14542348809939), (71.48979508905812 51.14542348809939, 71.4897410443 51.1453868043))"
19141732935485024,1,0,1,0,"LINESTRING (71.4900491665 51.1452853644, 71.4900689294 51.1453005804, 71.4900693786 51.1453009749, 71.4901062095 51.1453347882, 71.4901066587 51.1453352954, 71.4901380997 51.1453713629, 71.490138459 51.1453717574, 71.4901654085 51.1454095156, 71.490165678 51.1454100228, 71.4901863392 51.145448908, 71.4901865189 51.1454491898, 71.4901919088 51.145461588)"
19141732935485026,27,1,84,3,"LINESTRING (71.4901873274 51.1454680689, 71.4898908833 51.1455627458)"
19141732935485034,1,0,1,0,"LINESTRING (71.4901919986 51.1454617007, 71.4902027784 51.1454887513, 71.4902028682 51.1454893148, 71.4902127497 51.1455304542, 71.4902128395 51.1455309614, 71.4902164328 51.1455715372, 71.4902164328 51.1455718754, 71.4902155345 51.1456130147, 71.4902155345 51.1456136346, 71.4902074496 51.1456547739, 71.4902073598 51.1456551684, 71.4901947834 51.1456951805, 71.4901945139 51.1456956877, 71.4901837341 51.1457182297)"
19141732935485041,1,0,1,0,"LINESTRING (71.4898731865 51.1456538158, 71.4901777154 51.1457112981)"
19141732935485053,1,0,1,0,"MULTILINESTRING ((71.4899255583 51.1459386903, 71.48994241333882 51.14593089904152), (71.48994241333882 51.14593089904152, 71.4899426263 51.1459308006, 71.4899418178 51.1459312515, 71.48994241333882 51.14593089904152), (71.48994241333882 51.14593089904152, 71.4899894285 51.145903074, 71.4899888895 51.1459033558, 71.49003288958494 51.14587293623994), (71.49003288958494 51.14587293623994, 71.490032907 51.1458729242, 71.490032368 51.145873375, 71.49003288958494 51.14587293623994), (71.49003288958494 51.14587293623994, 71.49007153590107 51.145840426750624), (71.49007153590107 51.145840426750624, 71.4900718939 51.1458401256, 71.4900714447 51.1458405201, 71.49007153590107 51.145840426750624), (71.49007153590107 51.145840426750624, 71.49010534744713 51.145805818747334), (71.49010534744713 51.145805818747334, 71.4901055807 51.14580558, 71.4901052214 51.1458059745, 71.49010534744713 51.145805818747334), (71.49010534744713 51.145805818747334, 71.4901348658 51.1457693438, 71.4901345963 51.145769851, 71.49015863039658 51.14573187773187), (71.49015863039658 51.14573187773187, 71.4901588508 51.1457315295, 71.4901585813 51.1457319804, 71.49015863039658 51.14573187773187), (71.49015863039658 51.14573187773187, 71.4901666661 51.1457150739))"
19141732935485055,1,0,1,0,"LINESTRING (71.489789733 51.1457558186, 71.4899388534 51.1459406627)"
19141732935485067,2,0,48,2,"MULTILINESTRING ((71.4896424093 51.1460267728, 71.48965807719469 51.14602458855612), (71.48965807719469 51.14602458855612, 71.489658579 51.1460245186, 71.4896578604 51.1460246313, 71.48965807719469 51.14602458855612), (71.48965807719469 51.14602458855612, 71.48972008147959 51.14601236360901), (71.48972008147959 51.14601236360901, 71.4897207424 51.1460122333, 71.4897199339 51.1460124023, 71.48972008147959 51.14601236360901), (71.48972008147959 51.14601236360901, 71.48977992246714 51.14599667507565), (71.48977992246714 51.14599667507565, 71.4897801211 51.145996623, 71.4897794024 51.1459968484, 71.48977992246714 51.14599667507565), (71.48977992246714 51.14599667507565, 71.48983649935852 51.14597781952333), (71.48983649935852 51.14597781952333, 71.4898368946 51.1459776878, 71.4898362658 51.1459779132, 71.48983649935852 51.14597781952333), (71.48983649935852 51.14597781952333, 71.48989039617591 51.145956202352714), (71.48989039617591 51.145956202352714, 71.489891063 51.1459559349, 71.4898902545 51.145956273, 71.48989039617591 51.145956202352714), (71.48989039617591 51.145956202352714, 71.4899252888 51.145938803))"
19141732935485091,1,0,1,0,"MULTILINESTRING ((71.4905774657 51.1447282295, 71.4905289567 51.1447502084, 71.4905273397 51.144750772, 71.4904509829 51.1447721873, 71.4904502643 51.1447723564, 71.49014121896423 51.144838669277895), (71.49014121896423 51.144838669277895, 71.4901403455 51.1448388567, 71.4901415133 51.1448385749, 71.49014121896423 51.144838669277895), (71.49014121896423 51.144838669277895, 71.49010333328066 51.14485081721011), (71.49010333328066 51.14485081721011, 71.4901010891 51.1448515368, 71.4901046824 51.1448493953, 71.49010333328066 51.14485081721011), (71.49010333328066 51.14485081721011, 71.4900822245 51.1448730649, 71.490082494 51.1448727268, 71.4898336607 51.1451764852))"
19141732935485095,185,7,684,28,"LINESTRING (71.4909370613 51.1452221333, 71.4907969241 51.1450479939)"
19141732935485097,1,0,2,0,"LINESTRING (71.4907151774 51.1452931414, 71.4905741419 51.1451190023)"
19141732935485098,4,0,7,0,"LINESTRING (71.4903763329 51.1451821208, 71.4905164701 51.1453562597)"
19141732935485104,62,2,230,9,"LINESTRING (71.491037493 51.1449713498, 71.4911776302 51.1451454895)"
19141732935485108,23,0,78,3,"LINESTRING (71.4901792425 51.1454580376, 71.4905044327 51.14535378)"
19141732935485110,132,5,123,5,"LINESTRING (71.490038207 51.1452838991, 71.4903642955 51.1451796411)"
19141732935485113,135,5,128,5,"LINESTRING (71.4905861794 51.145121482, 71.4903723803 51.1451896724)"
19141732935485115,20,0,72,3,"LINESTRING (71.4907272149 51.1452956211, 71.4905125175 51.1453638113)"
19141732935485117,20,0,74,3,"LINESTRING (71.4909490987 51.145224613, 71.4907272149 51.1452956211)"
19141732935485119,135,5,127,5,"LINESTRING (71.4908089616 51.1450504736, 71.4905861794 51.145121482)"
19141732935485121,319,13,810,33,"LINESTRING (71.4910335404 51.1449789015, 71.4908089616 51.1450504736)"
19141732935485122,294,12,1088,45,"LINESTRING (71.4909410139 51.1452145817, 71.4911655927 51.1451430099)"
19141732935485124,381,15,1039,43,"LINESTRING (71.4910254555 51.1449688702, 71.4912069152 51.144911387)"
19141732935485127,232,9,859,35,"LINESTRING (71.4911655927 51.1451430099, 71.4915913942 51.1450071922)"
19141732935485128,1,0,1,0,"LINESTRING (71.4905671351 51.1447190997, 71.4906138475 51.1446982479, 71.4906150153 51.1446977971, 71.4912519208 51.1444977317, 71.4912528191 51.1444975062, 71.4912968366 51.1444873621, 71.4912991722 51.1444870239, 71.4913422913 51.1444847697, 71.4913447168 51.144484826, 71.4913860393 51.1444898981, 71.4913872969 51.1444901235, 71.4917214702 51.1445645141, 71.4917217397 51.1445645705, 71.4917657572 51.1445752782, 71.4917666555 51.14457556, 71.4918097746 51.1445896491, 71.4918113018 51.1445902691, 71.4918517259 51.1446111209)"
19141732935485130,143,5,157,6,"LINESTRING (71.4919755138 51.1444333724, 71.492246805 51.1445100174)"
19141732935485132,1,0,1,0,"LINESTRING (71.4535785541 51.1312825919, 71.4536171817 51.1312769546)"
19141732935485133,1,0,1,0,"LINESTRING (71.4536211342 51.1312878909, 71.4535825067 51.1312935282)"
19141732935485134,201,8,369,15,"LINESTRING (71.4922349472 51.1445128352, 71.4922996259 51.1444226647)"
19141732935485136,0,0,0,0,"LINESTRING (71.491963656 51.1444361902, 71.4920283347 51.1443465831)"
19141732935485141,143,5,157,6,"LINESTRING (71.4918378919 51.1446132061, 71.491963656 51.1444362466)"
19141732935485144,1,0,1,0,"MULTILINESTRING ((71.4921077458 51.1446990369, 71.49208468837398 51.14468123359207), (71.49208468837398 51.14468123359207, 71.4920843896 51.1446810029, 71.4920853777 51.1446816228, 71.49208468837398 51.14468123359207), (71.49208468837398 51.14468123359207, 71.49205009745747 51.14466170283472), (71.49205009745747 51.14466170283472, 71.4920494451 51.1446613345, 71.4920504333 51.1446618417, 71.49205009745747 51.14466170283472), (71.49205009745747 51.14466170283472, 71.49201133185932 51.144645673906844), (71.49201133185932 51.144645673906844, 71.4920109074 51.1446454984, 71.4920120752 51.1446458928, 71.49201133185932 51.144645673906844), (71.49201133185932 51.144645673906844, 71.4919685102668 51.144633064138894), (71.4919685102668 51.144633064138894, 71.4919680578 51.1446329309, 71.4919693154 51.1446332127, 71.4919685102668 51.144633064138894), (71.4919685102668 51.144633064138894, 71.49192405797638 51.1446248619165), (71.49192405797638 51.1446248619165, 71.4919235013 51.1446247592, 71.491924759 51.1446249283, 71.49192405797638 51.1446248619165), (71.49192405797638 51.1446248619165, 71.49187787383313 51.14462048850443), (71.49187787383313 51.14462048850443, 71.4918771483 51.1446204198, 71.4918785856 51.1446204761, 71.49187787383313 51.14462048850443), (71.49187787383313 51.14462048850443, 71.4918462462 51.1446210397))"
19141732935485147,133,5,126,5,"LINESTRING (71.4915290511 51.1448111858, 71.491531746 51.1447892069, 71.4915319257 51.1447884743, 71.4915418072 51.1447586055, 71.4915421665 51.1447577601, 71.4915592345 51.144729582, 71.4915597735 51.1447288494, 71.4915831297 51.1447023619, 71.4915839382 51.1447016293, 71.4916135826 51.1446779596, 71.491614391 51.1446773961, 71.491648527 51.1446565442, 71.491649605 51.1446559806, 71.4916891309 51.1446385102, 71.4916902987 51.1446380593, 71.4917334178 51.1446245338, 71.4917347653 51.1446241956, 71.4917805794 51.1446151786, 71.4917817472 51.1446150095, 71.4918293579 51.1446099375, 71.4918307952 51.1446098247, 71.4918460666 51.1446098247)"
19141732935485153,58,2,213,8,"LINESTRING (71.4922512966 51.1445174001, 71.4921228375 51.1446977407)"
19141732935485160,1,0,1,0,"LINESTRING (71.4921213104 51.1446917669, 71.4921284969 51.144696839, 71.4921295749 51.1446977971, 71.4921538294 51.1447242845, 71.4921543684 51.1447249608, 71.4921723347 51.1447525754, 71.4921727838 51.144753308, 71.4921844619 51.1447826132, 71.4921846416 51.1447834586, 71.4921891332 51.1448138909, 71.4921891332 51.1448147926, 71.4921855399 51.1448446614, 71.4921853602 51.144845394, 71.4921754788 51.1448752628, 71.4921751194 51.1448761081, 71.4921580515 51.1449042862, 71.4921575125 51.1449050188, 71.4921341563 51.1449315061, 71.4921333478 51.1449322388, 71.4921037034 51.1449559083, 71.4921028949 51.1449564719, 71.4920687589 51.1449773236, 71.4920676809 51.1449778871, 71.4920281551 51.1449953575, 71.4920268974 51.1449958647, 71.4919837783 51.1450088266, 71.4919827003 51.145009052, 71.4919368862 51.1450186325, 71.4919355388 51.1450188579, 71.491887928 51.14502393, 71.4918864907 51.1450240427, 71.49183888 51.1450240427, 71.4918377122 51.1450239863, 71.4917901015 51.1450200414, 71.491788754 51.145019816, 71.49174294 51.1450113626, 71.4917416823 51.1450110808, 71.4916976649 51.1449981189, 71.4916966767 51.1449977808, 71.4916769138 51.144989891)"
19141732935485163,179,7,773,32,"MULTILINESTRING ((71.4915990299 51.1450070795, 71.4925305828 51.1452668797, 71.4925321998 51.1452674996, 71.4925681324 51.1452838428, 71.4925709172 51.1452858716, 71.4925951717 51.1453168671, 71.4925958903 51.1453180506, 71.49261556445067 51.14536854257602), (71.49261556445067 51.14536854257602, 71.4926156533 51.1453687706, 71.4926152041 51.1453679816, 71.49261556445067 51.14536854257602), (71.49261556445067 51.14536854257602, 71.49263912720578 51.14540522390194), (71.49263912720578 51.14540522390194, 71.4926394586 51.1454057398, 71.49263874 51.1454048381, 71.49263912720578 51.14540522390194), (71.49263912720578 51.14540522390194, 71.492684554 51.145450486, 71.4926844642 51.1454503733, 71.4927194985 51.145483623))"
19141732935485166,58,2,213,8,"LINESTRING (71.491591484 51.1450071922, 71.4916777223 51.1449801414)"
19141732935485171,4,0,127,5,"LINESTRING (71.4912141916 51.144911218, 71.4915986705 51.1450070232)"
19141732935485172,133,5,126,5,"LINESTRING (71.4912069152 51.144911387, 71.491533902 51.1448065646)"
19141732935485176,1,0,1,0,"LINESTRING (71.4916766443 51.1449897782, 71.4916568814 51.1449813249, 71.491655983 51.144980874, 71.4916200504 51.1449605858, 71.4916190623 51.1449599096, 71.4915885196 51.14493624, 71.4915877111 51.1449355638, 71.4915634566 51.14490964, 71.4915629176 51.1449089074, 71.4915449513 51.1448812929, 71.4915445021 51.1448805039, 71.491532824 51.1448506352, 71.4915326444 51.1448498462, 71.4915281528 51.1448199774, 71.4915281528 51.1448190757, 71.4915290511 51.1448111858)"
19141732935485178,1,0,1,0,"LINESTRING (71.4552928092 51.130934771, 71.4551904012 51.1304787101)"
19141732935485180,1,0,1,0,"MULTILINESTRING ((71.490232333 51.1463148008, 71.4905952524 51.1462567557, 71.4905945337 51.1462568685, 71.49074404832376 51.14622429272654), (71.49074404832376 51.14622429272654, 71.4907445524 51.1462241829, 71.4907438337 51.1462243519, 71.49074404832376 51.14622429272654), (71.49074404832376 51.14622429272654, 71.49088415792687 51.146185663403614), (71.49088415792687 51.146185663403614, 71.4908848692 51.1461854673, 71.4908837912 51.1461858055, 71.49088415792687 51.146185663403614), (71.49088415792687 51.146185663403614, 71.49100569612908 51.14613857075628), (71.49100569612908 51.14613857075628, 71.4910059621 51.1461384677, 71.4910054231 51.1461386931, 71.49100569612908 51.14613857075628), (71.49100569612908 51.14613857075628, 71.4911060344 51.1460936094, 71.4911071124 51.1460932149, 71.4923333128 51.1456919683, 71.4923354687 51.1456914611, 71.49254190256057 51.14566212885591), (71.49254190256057 51.14566212885591, 71.4925456745 51.1456615929, 71.4925399253 51.1456642979, 71.49254190256057 51.14566212885591), (71.49254190256057 51.14566212885591, 71.492704317 51.1454839611))"
19141732935485182,2,0,48,2,"LINESTRING (71.4899388534 51.1459406627, 71.4902424839 51.1463176748)"
19141732935485184,2,0,48,2,"LINESTRING (71.4902424839 51.1463176748, 71.4903044677 51.1463937531)"
19141732935485187,1,0,1,0,"LINESTRING (71.4900096406 51.146488879, 71.4900240137 51.146481553, 71.4900244628 51.1464813839, 71.4900774634 51.1464571516, 71.4900780922 51.1464568699, 71.4901337878 51.1464360188, 71.4901342369 51.1464358497, 71.4901917291 51.1464166893, 71.4901922681 51.1464165203, 71.4902515569 51.1464001775, 71.4902522756 51.1464000085, 71.4902935981 51.1463909918)"
19141732935485188,1,0,1,0,"LINESTRING (71.490007305 51.1464957542, 71.4896363008 51.1460347751)"
19141732935485195,1,0,1,0,"LINESTRING (71.4551971386 51.130450636, 71.4552079184 51.1304765679)"
19141732935485197,179,7,773,32,"MULTILINESTRING ((71.4930498989 51.1459668677, 71.49306156543777 51.145897619928675), (71.49306156543777 51.145897619928675, 71.493061577 51.1458975513, 71.493061577 51.1458981712, 71.49306156543777 51.145897619928675), (71.49306156543777 51.145897619928675, 71.49306069429852 51.14585608521585), (71.49306069429852 51.14585608521585, 71.4930606787 51.1458553415, 71.4930609481 51.145856694, 71.49306069429852 51.14585608521585), (71.49306069429852 51.14585608521585, 71.4930459157217 51.14582063639262), (71.4930459157217 51.14582063639262, 71.4930456768 51.1458200633, 71.4930463056 51.145821134, 71.4930459157217 51.14582063639262), (71.4930459157217 51.14582063639262, 71.49302058841624 51.14578831078219), (71.49302058841624 51.14578831078219, 71.4930202545 51.1457878846, 71.4930207935 51.1457885045, 71.49302058841624 51.14578831078219), (71.49302058841624 51.14578831078219, 71.4927045865 51.145489822))"
19141732935485199,1,0,1,0,"LINESTRING (71.4553756338 51.1302648279, 71.455116919 51.1302868137)"
